会社ID,会社名,薬局ID,薬局名,商品ID,商品名,カテゴリID,カテゴリ名,表示ステータス(公開・非公開),ダミーフラグ,ダミーフラグ名,掲載終了日,商品ステータス,商品ステータス名,商品コード,販売価格,在庫数,在庫無制限フラグ,販売制限数,雇用形態,アピールポイント,条件,検索ワード(コメント3),一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,地域,地域名,詳細-サブコメント(1),詳細-サブコメント(2),詳細-サブコメント(3),詳細-サブコメント(4),詳細-サブコメント(8),詳細-サブコメント(9),詳細-サブコメント(10),詳細-サブコメント(11)
11,SBSロジコム株式会社,80,川越物流センター,,■上福岡駅より路線バス■ホームセンターの商品仕分・出荷を行う物流倉庫での勤務,1,物流・倉庫,1,1,本物,,"1,2,3,5,6","新着,急募,オススメ,派遣,未経験者大歓迎",40220011,850,2,0,1,37,25789,2,"倉庫,軽作業,上福岡,レギュラー,ピッキング,仕分け",1_014_130.jpg,【仕事内容】<br>ホームセンターの商品仕分・出荷を行う物流倉庫でのお仕事。<br>シューターに乗って流れて来る様々な商品をカテゴリごとに仕分けして、パレットやカゴ台車に積んでいただきます。<br>効率良く積むための工夫など頭を使う局面や臨機応変な対応ができる柔軟さが活かされる局面など、変化に富んでやりがいのある仕事です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>自転車・バイク通勤もOKです！<br><br>【その他おすすめポイントなど】<br>ハイペリオンのスタッフも多数就業しているので、初めての方でも安心してご就業いただけます。<br>広くて綺麗な食堂や清潔さが保たれているロッカールームもあり、働きやすさ抜群の環境です。<br>月曜日から金曜日まで週5日間のレギュラーワークで、残業もあるためガッツリ稼ぎたい人にはピッタリです。<br><br>【持ち物・服装】<br>ラバー付き軍手、ジーパンやジャージ以外の作業しやすい服装、カッター,1_014_260.jpg,1,川越,川越市下赤坂,上福岡駅から路線バス,"月,火,水,木,金,土",8:00～17:00,ホームセンターの商品仕分・出荷を行う物流倉庫での勤務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
12,株式会社木下フレンド,81,家電事業部,,■東所沢駅から送迎■リサイクル家電の仕分け業務■週1日～OK,8,その他,1,1,本物,,"1,5,6","新着,派遣,未経験者大歓迎",40220012,950,2,0,1,347,26789a,12,"東所沢,送迎,家電,仕分,スポット",4_001_130.jpg,【仕事内容】<br>リサイクル家電の仕分け業務。<br>家電量販店などから引き取った冷蔵庫・洗濯機・エアコン・テレビなどをトラックから降ろしたり、カテゴリごとに仕分けしてラックへ積むなどの仕事をお任せします。<br>物を運ぶ以外にも、冷蔵庫や洗濯機のホースを切る仕事もあり、職場のメンバーと連携して仕事を進めて行きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>週1日～のスポット案件。<br><br>【持ち物・服装】<br>ラバー付き軍手、汚れてもOKな服装、カッパ,4_001_260.jpg,2,所沢,所沢市坂之下,東所沢駅から送迎あり,"月,火,水,木,金,土,日",9:00～18:00,リサイクル家電の仕分け業務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
12,株式会社木下フレンド,81,家電事業部,,■所沢駅から路線バス■リサイクル家電の仕分け業務■週1日～OK,8,その他,1,1,本物,,"1,5,6","新着,派遣,未経験者大歓迎",40220013,950,2,0,1,347,26789a,12,"所沢,路線バス,家電,仕分,スポット",4_001_130.jpg,【仕事内容】<br>リサイクル家電の仕分け業務。家電量販店などから引き取った冷蔵庫・洗濯機・エアコン・テレビなどをトラックから降ろしたり、カテゴリごとに仕分けしてラックへ積むなどの仕事をお任せします。物を運ぶ以外にも、冷蔵庫や洗濯機のホースを切る仕事もあり、職場のメンバーと連携して仕事を進めて行きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>所沢駅から路線バス<br><br>【その他おすすめポイントなど】<br>週1日～のスポット案件。<br><br>【持ち物・服装】<br>ラバー付き軍手、汚れてもOKな服装、カッパ,4_001_260.jpg,2,所沢,所沢市坂之下,所沢駅から路線バス,"月,火,水,木,金,土,日",9:00～18:00,リサイクル家電の仕分け業務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
12,株式会社木下フレンド,81,家電事業部,,■志木駅から路線バス■リサイクル家電の仕分け業務■週1日～OK,8,その他,1,1,本物,,"1,5,6","新着,派遣,未経験者大歓迎",40220014,950,2,0,1,347,26789a,12,"志木,路線バス,家電,仕分,スポット",4_001_130.jpg,【仕事内容】<br>リサイクル家電の仕分け業務。<br>家電量販店などから引き取った冷蔵庫・洗濯機・エアコン・テレビなどをトラックから降ろしたり、カテゴリごとに仕分けしてラックへ積むなどの仕事をお任せします。<br>物を運ぶ以外にも、冷蔵庫や洗濯機のホースを切る仕事もあり、職場のメンバーと連携して仕事を進めて行きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>志木駅から路線バス<br><br>【その他おすすめポイントなど】<br>週1日～のスポット案件。<br><br>【持ち物・服装】<br>ラバー付き軍手、汚れてもOKな服装、カッパ,4_001_260.jpg,2,所沢,志木市坂之下,志木駅から路線バス,"月,火,水,木,金,土,日",9:00～18:00,リサイクル家電の仕分け業務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
12,株式会社木下フレンド,82,所沢工場,,■東所沢駅から送迎■産業廃棄物の仕分け業務■週1日～OK,8,その他,1,1,本物,,"1,5,6","新着,派遣,未経験者大歓迎",40220015,950,2,0,1,347,26789a,12,"東所沢,送迎,廃棄物,仕分,スポット",4_004_130.jpg,【仕事内容】<br>産業廃棄物の仕分け業務。<br>産業廃棄物の中からガラス、金属などを分別し資源のリサイクルを行う仕事です。<br>廃棄物の荷受や仕分け分別作業など幅広く携わって頂きます。<br>地球環境の保護と資源のリサイクルに貢献できるやりがい溢れるお仕事です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>週1日～のスポット案件。<br><br>【持ち物・服装】<br>ゴム手袋、汚れてもOKな服装、カッパ、着替え,4_004_260.jpg,2,所沢,所沢市坂之下,東所沢駅から送迎あり,"月,火,水,木,金,土,日",9:00～17:00,産業廃棄物の仕分け業務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
12,株式会社木下フレンド,82,所沢工場,,■所沢駅から路線バス■産業廃棄物の仕分け業務■週1日～OK,8,その他,1,1,本物,,"1,5,6","新着,派遣,未経験者大歓迎",40220016,950,2,0,1,347,26789a,12,"所沢,路線バス,廃棄物,仕分,スポット",4_004_130.jpg,【仕事内容】<br>産業廃棄物の仕分け業務。<br>産業廃棄物の中からガラス、金属などを分別し資源のリサイクルを行う仕事です。<br>廃棄物の荷受や仕分け分別作業など幅広く携わって頂きます。<br>地球環境の保護と資源のリサイクルに貢献できるやりがい溢れるお仕事です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>所沢駅から路線バス<br><br>【その他おすすめポイントなど】<br>週1日～のスポット案件。<br><br>【持ち物・服装】<br>ゴム手袋、汚れてもOKな服装、カッパ、着替え,4_004_260.jpg,2,所沢,所沢市坂之下,所沢駅から路線バス,"月,火,水,木,金,土,日",9:00～17:00,産業廃棄物の仕分け業務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
12,株式会社木下フレンド,99,志木工場,,■志木駅から路線バス■産業廃棄物の仕分け業務■週1日～OK,8,その他,1,1,本物,,"1,5,6","新着,派遣,未経験者大歓迎",40220017,950,2,0,1,347,26789a,12,"志木,路線バス,廃棄物,仕分,スポット",4_004_130.jpg,【仕事内容】<br>産業廃棄物の仕分け業務。<br>産業廃棄物の中からガラス、金属などを分別し資源のリサイクルを行う仕事です。<br>廃棄物の荷受や仕分け分別作業など幅広く携わって頂きます。<br>地球環境の保護と資源のリサイクルに貢献できるやりがい溢れるお仕事です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>志木駅から路線バス<br><br>【その他おすすめポイントなど】<br>週1日～のスポット案件。<br><br>【持ち物・服装】<br>ゴム手袋、汚れてもOKな服装、カッパ、着替え,4_004_260.jpg,2,所沢,志木市坂之下,志木駅から路線バス,"月,火,水,木,金,土,日",9:00～17:00,産業廃棄物の仕分け業務,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
21,ファンシーフーズ株式会社,83,戸田工場,,■戸田公園駅より路線バス■ケーキや焼き菓子などのお菓子製造補助■週5日のレギュラー勤務もOK,2,製造・工場,1,1,本物,,"2,3,5,6","急募,オススメ,派遣,未経験者大歓迎",40220018,850,3,0,1,347,1269,12,"戸田公園,ケーキ,焼き菓子,レギュラー,スポット,製造補助",2_008_130.jpg,【仕事内容】<br>マフィンやロールケーキなどの焼き菓子やプリン、ゼリーなどスイーツを作るお仕事。<br>ライン作業や仕込、出来あがった商品の出荷準備などをお任せします。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>繁忙期は残業対応などもあり、しっかりと稼げるお仕事です。<br><br>【その他おすすめポイントなど】<br>ハイペリオンのスタッフが多数活躍中の現場です。<br>年齢層も幅広く、20代～60代までの男女が力を合わせて働いています。<br><br>【持ち物・服装】<br>スリッパ、長めの靴下、Tシャツ、昼食,2_008_260.jpg,4,その他 地域,戸田市氷川町,戸田公園駅から路線バス,"月,火,水,木,金",8:30～17:30,ケーキや焼き菓子などのお菓子製造補助,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
13,株式会社銀座コージーコーナー,84,埼玉物流グループ,,■北戸田駅から徒歩■お菓子の箱詰め■週5日のレギュラー勤務,2,製造・工場,1,1,本物,,"3,5,6","オススメ,派遣,未経験者大歓迎",40220019,950,1,0,1,37,2578,2,"北戸田,お菓子,箱詰め,週5日,レギュラー",2_007_130.jpg,【仕事内容】<br>お菓子の箱詰めなどライン作業。<br>幾つかの商品をピックアップし流れて来る箱へ詰めて頂きます。手先の器用さや正確性、丁寧な心配りなどを活かせるお仕事です。<br>仕事の流れを覚えて来たら、ラインへの商品の供給や検品など、他の業務も行って頂きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>北戸田駅から徒歩15分<br><br>【その他おすすめポイントなど】<br>派遣先と相談の上、週2回の公休日をベースにシフトを組み、長期的にレギュラーとしてご勤務頂けます。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、昼食,2_007_260.jpg,4,その他 地域,戸田市美女木,北戸田駅から徒歩15分,"月,火,水,木,金,土,日",8:30～17:00,お菓子の箱詰め,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
13,株式会社銀座コージーコーナー,84,埼玉物流グループ,,■北戸田駅から徒歩■お菓子の箱詰め■週1日からのスポット勤務,2,製造・工場,1,1,本物,,"3,5,6","オススメ,派遣,未経験者大歓迎",40220020,850,1,0,1,34,2678,2,"北戸田,お菓子,箱詰め,週1日,スポット",2_007_130.jpg,【仕事内容】<br>お菓子の箱詰めなどライン作業。<br>幾つかの商品をピックアップし流れて来る箱へ詰めて頂きます。手先の器用さや正確性、丁寧な心配りなどを活かせるお仕事です。<br>仕事の流れを覚えて来たら、ラインへの商品の供給や検品など、他の業務も行って頂きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>北戸田駅から徒歩15分<br><br>【その他おすすめポイントなど】<br>週1日～のスポットとしてご勤務頂けます。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、昼食,2_007_260.jpg,4,その他 地域,戸田市美女木,北戸田駅から徒歩15分,"月,火,水,木,金,土,日",8:30～17:00,お菓子の箱詰め,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
13,株式会社銀座コージーコーナー,84,埼玉物流グループ,,■北戸田駅から徒歩■お菓子の入荷・出荷■週5日のレギュラー勤務,2,製造・工場,1,1,本物,,"3,5,6","オススメ,派遣,未経験者大歓迎",40220021,950,1,0,1,37,2578,2,"北戸田,お菓子,入荷,出荷,レギュラー",2_007_130.jpg,【仕事内容】<br>お菓子の入・出荷のお仕事。<br>工場から入荷してきた商品をトラックから荷降ろしして、該当部署のフロアまで搬入します。商品が積まれたパレットは台車が付いているので、負担なく搬入していただけます。<br>また、出荷準備が出来た商品を指示書に基づいて仕分けし、出荷をします。<br>ハンドリフトを使って作業をするので、重たいものを持ち運ぶ必要はありません。<br><br>【特徴】<br>北戸田駅から徒歩15分<br><br>【その他おすすめポイントなど】<br>派遣先と相談の上、週2回の公休日をベースにシフトを組み、長期的にレギュラーとしてご勤務頂けます。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、昼食,2_007_260.jpg,4,その他 地域,戸田市美女木,北戸田駅から徒歩15分,"月,火,水,木,金,土,日",8:30～17:00,お菓子の入荷・出荷,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
